# Trim off (strip away) any leading/trailing white space characters (' ', '\t', '\r', '\n')
#   from each line / field

# Ignore blank lines and comment lines (begins with pound sign '#')

# A line may be terminated with a LF ('\n') or a CRLF ('\r', '\n')

# The vertical bar '|' is used as the field delimiter within each record

# Table of Ticket Records
#   Field headings:
#     Type|Date|Time|Number|GrossWeight|TareWeight|MoistureLevel|ForeignMaterial
#
#     Type  : Wheat, Soybean, or Grain Sorghum
#     Date  : Date of ticket (yyyy-mm-dd)
#     Time  : Time of ticket (hh:mm:ss, 24hour)
#     Number: Ticket number (alphanumeric)
#     GrossWeight: Gross weight of load (including grain) in pounds (integer)
#     TareWeight : Empty weight of load (excluding grain) in pounds (integer)
#     MoistureLevel  : Percent of moisture level   detected in grain sample (real, 2 decimal points)
#     ForeignMaterial: Percent of foreign material detected in grain sample (real, 2 decimal points)

Wheat         | 2017-06-24 | 15:36:00 | 42978   | 22984 | 10760 | 11.20 | 0.86
Wheat         | 2017-06-24 | 16:15:00 | 42968   | 30035 | 10750 | 11.40 | 0.22
Soybean       | 2017-09-24 | 13:24:00 | 43771   | 31474 | 10780 | 10.60 | 0.65
Soybean       | 2017-09-28 | 13:01:00 | 43814   | 31959 | 10780 | 10.70 | 0.84
Soybean       | 2017-09-29 | 14:02:00 | 43899   | 30972 | 10780 | 12.30 | 0.36
Soybean       | 2017-10-02 | 12:44:00 | 44170   | 30460 | 10780 | 12.90 | 0.61
Soybean       | 2017-10-02 | 13:41:00 | 44223   | 31119 | 10775 | 11.40 | 0.31
Soybean       | 2017-10-02 | 14:35:00 | 44269   | 31596 | 10770 | 11.90 | 0.89
Soybean       | 2017-10-03 | 13:19:00 | 44338   | 27894 | 10780 | 16.10 | 0.64
Soybean       | 2017-10-13 | 12:54:00 | 44586   | 30927 | 10780 | 12.10 | 0.63
Soybean       | 2017-10-13 | 13:46:00 | 44642   | 30215 | 10775 | 13.70 | 0.11
Soybean       | 2017-10-17 | 14:15:00 | 44838   | 31277 | 10780 | 11.60 | 0.18
Soybean       | 2017-10-17 | 15:33:00 | 44873   | 31432 | 10775 | 11.90 | 0.86
Soybean       | 2017-10-18 | 13:07:00 | 44983   | 16540 | 10780 | 11.10 | 0.35
Soybean       | 2017-10-18 | 13:56:00 | 45011   | 30746 | 10775 | 11.40 | 0.86
Soybean       | 2017-10-18 | 14:44:00 | 45038   | 31103 | 10770 | 11.10 | 0.36
Soybean       | 2017-10-18 | 15:33:00 | 45057   | 30829 | 10765 | 10.80 | 0.22
Soybean       | 2017-10-18 | 16:13:00 | 45090   | 31266 | 10760 | 10.50 | 0.81
Soybean       | 2017-10-19 | 13:34:00 | 45164   | 31484 | 10780 | 10.40 | 0.79
Soybean       | 2017-10-19 | 14:24:00 | 45182   | 31714 | 10775 | 12.00 | 0.66
Soybean       | 2017-10-19 | 15:13:00 | 45201   | 31452 | 10770 | 11.50 | 0.98
Soybean       | 2017-10-19 | 16:04:00 | 45226   | 32145 | 10765 | 11.00 | 0.56
Soybean       | 2017-10-23 | 13:14:00 | 45813   | 32130 | 10780 | 10.70 | 0.61
Soybean       | 2017-10-23 | 14:02:00 | 45862   | 28248 | 10775 | 10.20 | 0.99
Soybean       | 2017-10-24 | 13:25:00 | 46000   | 31442 | 10780 |  9.70 | 0.88
Soybean       | 2017-10-24 | 14:14:00 | 46036   | 27261 | 10775 |  9.20 | 0.89
Soybean       | 2017-10-30 | 12:25:00 | 46587   | 29283 | 10780 | 14.30 | 0.84
Soybean       | 2017-10-30 | 13:14:00 | 46624   | 29482 | 10775 | 13.90 | 0.69
Soybean       | 2017-10-30 | 14:03:00 | 46656   | 29913 | 10770 | 12.70 | 0.33
Soybean       | 2017-10-31 | 12:48:00 | 46717   | 28529 | 10780 | 15.40 | 0.16
Grain Sorghum | 2017-11-02 | 13:24:00 | 46831   | 31328 | 10780 | 14.60 | 0.31
Grain Sorghum | 2017-11-03 | 12:22:00 | 46857   | 32966 | 10780 | 14.50 | 0.80
Grain Sorghum | 2017-11-03 | 13:20:00 | 46866   | 32054 | 10775 | 15.20 | 0.89
Grain Sorghum | 2017-11-03 | 15:40:00 | 46864   | 31694 | 10770 | 14.90 | 0.03
Grain Sorghum | 2017-11-04 | 12:45:00 | 46901   | 31670 | 10780 | 15.00 | 0.21
Grain Sorghum | 2017-11-04 | 13:50:00 | 46918   | 32044 | 10775 | 15.80 | 0.21
Grain Sorghum | 2017-11-04 | 14:35:00 | 46929   | 31520 | 10770 | 15.40 | 0.13
Grain Sorghum | 2017-11-06 | 13:10:00 | MV21177 | 31341 | 10780 | 15.00 | 0.08
Grain Sorghum | 2017-11-06 | 13:45:00 | MV21178 | 53672 | 10775 | 15.10 | 0.78
Grain Sorghum | 2017-11-06 | 14:20:00 | MV21180 | 32057 | 10770 | 15.20 | 0.56
Grain Sorghum | 2017-11-06 | 14:55:00 | 46969   | 32695 | 10765 | 15.00 | 0.45
Grain Sorghum | 2017-11-06 | 15:25:00 | 46976   | 32734 | 10760 | 14.70 | 0.95
Grain Sorghum | 2017-11-06 | 16:25:00 | MV21188 | 31593 | 10750 | 14.70 | 0.22
Grain Sorghum | 2017-11-06 | 16:55:00 | MV21193 | 32296 | 10745 | 14.60 | 0.09
Grain Sorghum | 2017-11-06 | 18:00:00 | MV21200 | 32302 | 10735 | 14.90 | 0.12
Grain Sorghum | 2017-11-06 | 18:25:00 | MV21205 | 33542 | 10730 | 15.00 | 0.33
Grain Sorghum | 2017-11-06 | 19:10:00 | 47204   | 32333 | 10720 | 15.00 | 0.02
Grain Sorghum | 2017-11-06 | 19:35:00 | 47030   | 32864 | 10715 | 15.10 | 0.12
Grain Sorghum | 2017-11-06 | 20:00:00 | MV21221 | 56649 | 10710 | 14.80 | 0.95
Grain Sorghum | 2017-11-06 | 20:25:00 | MV21225 | 32317 | 10705 | 14.90 | 0.97
Grain Sorghum | 2017-11-08 | 13:40:00 | 47067   | 32736 | 10780 | 14.50 | 0.23
Grain Sorghum | 2017-11-08 | 14:32:00 | MV21230 | 32769 | 10775 | 14.60 | 0.98
Grain Sorghum | 2017-11-08 | 15:13:00 | MV21235 | 55547 | 10770 | 14.30 | 0.08
Grain Sorghum | 2017-11-08 | 16:01:00 | MV21239 | 33168 | 10765 | 14.00 | 0.80
Grain Sorghum | 2017-11-08 | 16:47:00 | MV21244 | 55763 | 10760 | 14.20 | 0.88
Grain Sorghum | 2017-11-09 | 12:24:00 | 47102   | 32394 | 10780 | 14.10 | 0.31
Grain Sorghum | 2017-11-09 | 13:36:00 | 47114   | 32591 | 10775 | 14.20 | 0.18
Grain Sorghum | 2017-11-09 | 14:03:00 | 47119   | 56164 | 10770 | 14.00 | 0.22
Grain Sorghum | 2017-11-09 | 14:52:00 | MV21255 | 29680 | 10765 | 14.20 | 0.23
Soybean       | 2017-11-13 | 13:49:00 | 47225   | 29844 | 10780 | 13.50 | 0.40
Soybean       | 2017-11-13 | 14:35:00 | 47229   | 22646 | 10775 | 12.00 | 0.93
Soybean       | 2017-11-16 | 15:14:00 | 47251   | 29205 | 10780 | 15.70 | 0.49
Soybean       | 2017-11-16 | 16:01:00 | 47253   | 26552 | 10775 | 15.40 | 0.92
Soybean       | 2017-11-17 | 13:09:00 | 47256   | 15444 | 10780 | 18.40 | 0.66
Soybean       | 2017-11-17 | 14:08:00 | 47260   | 29436 | 10775 | 15.10 | 0.97
